"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180717,2018-07-17,098662,ICUS,01,098 ,   49216,    3933,   19785,      55,   13735,     647,     452,   16394,   22997,    1339,    6502,    1951,     129,   42539,   47355,    6677,    1861,    1418,    3268,       0,      55,    1570,     338,      -2,    -343,    1194,    -249,   -3056,     246,       0,    1243,    1582,     175,    -164,  100.0,    8.0,   40.2,    0.1,   27.9,    1.3,    0.9,   33.3,   46.7,    2.7,   13.2,    4.0,    0.3,   86.4,   96.2,   13.6,    3.8,    127,.,.,.,     12,.,.,     35,     22,     10,     38,     12,.,     96,     45,    38.0,    66.9,    50.2,    79.4,    35.9,    66.9,    47.6,    79.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180710,2018-07-10,098662,ICUS,01,098 ,   47798,     665,   19785,       0,   12165,     309,     454,   16737,   21803,    1588,    9558,    1705,     129,   41296,   45773,    6502,    2025,   -1943,      10,       0,       0,    -534,      62,     -13,   -1592,   -2735,     815,    -581,    -169,      -5,   -1900,   -2045,     -43,     102,  100.0,    1.4,   41.4,    0.0,   25.5,    0.6,    0.9,   35.0,   45.6,    3.3,   20.0,    3.6,    0.3,   86.4,   95.8,   13.6,    4.2,    124,.,.,      0,     12,.,.,     36,     20,     10,     40,     11,.,     95,     42,    34.6,    69.1,    47.0,    79.7,    32.2,    69.0,    44.0,    78.8,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180703,2018-07-03,098662,ICUS,01,098 ,   49741,     655,   19785,       0,   12699,     247,     467,   18329,   24538,     773,   10139,    1874,     134,   43196,   47818,    6545,    1923,    2145,    -140,       0,       0,     215,    -358,      55,    1272,    2305,    -262,    1083,      67,       0,    2223,    1807,     -78,     338,  100.0,    1.3,   39.8,    0.0,   25.5,    0.5,    0.9,   36.8,   49.3,    1.6,   20.4,    3.8,    0.3,   86.8,   96.1,   13.2,    3.9,    128,.,.,      0,     15,.,.,     35,     17,      8,     43,     12,.,    100,     39,    32.9,    69.2,    44.9,    81.8,    32.2,    68.9,    43.6,    81.5,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180626,2018-06-26,098662,ICUS,01,098 ,   47596,     795,   19785,       0,   12484,     605,     412,   17057,   22233,    1035,    9056,    1807,     134,   40973,   46011,    6623,    1585,     603,     200,       0,       0,    -184,      -3,       1,    -328,     439,    -161,     876,     130,       0,     404,     406,     199,     197,  100.0,    1.7,   41.6,    0.0,   26.2,    1.3,    0.9,   35.8,   46.7,    2.2,   19.0,    3.8,    0.3,   86.1,   96.7,   13.9,    3.3,    133,.,.,      0,     14,.,.,     34,     20,      9,     46,     12,.,    102,     43,    31.6,    69.2,    43.5,    80.6,    30.0,    68.9,    41.3,    80.4,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180619,2018-06-19,098662,ICUS,01,098 ,   46993,     595,   19785,       0,   12668,     608,     411,   17385,   21794,    1196,    8180,    1677,     134,   40569,   45605,    6424,    1388,   -2914,     -75,   14364,   -2407,    -571,     140,    -101,    2522,  -13369,   -1412,      68,     707,     -32,   -2008,   -2110,    -906,    -804,  100.0,    1.3,   42.1,    0.0,   27.0,    1.3,    0.9,   37.0,   46.4,    2.5,   17.4,    3.6,    0.3,   86.3,   97.0,   13.7,    3.0,    135,.,.,      0,     14,.,.,     43,     19,      8,     43,     11,.,    105,     41,    31.2,    70.4,    42.3,    81.6,    29.3,    70.2,    39.8,    81.4,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180612,2018-06-12,098662,ICUS,01,098 ,   49907,     670,    5421,    2407,   13239,     468,     512,   14863,   35163,    2608,    8112,     970,     166,   42577,   47715,    7330,    2192,    4958,     110,       0,    2220,      -6,     -86,      46,    -320,    1964,    1149,    1781,    -153,      14,    4994,    5154,     -36,    -196,  100.0,    1.3,   10.9,    4.8,   26.5,    0.9,    1.0,   29.8,   70.5,    5.2,   16.3,    1.9,    0.3,   85.3,   95.6,   14.7,    4.4,    121,.,.,.,     15,.,.,     34,     22,     12,     35,      7,.,     98,     40,    30.7,    48.8,    44.1,    78.7,    27.6,    48.1,    38.5,    73.7,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180605,2018-06-05,098662,ICUS,01,098 ,   44949,     560,    5421,     187,   13245,     554,     466,   15183,   33199,    1459,    6331,    1123,     152,   37583,   42561,    7366,    2388,    -992,     -50,     548,      34,     344,    -472,     -97,     450,    -312,      -1,   -1733,     145,      31,   -1022,    -124,      30,    -868,  100.0,    1.2,   12.1,    0.4,   29.5,    1.2,    1.0,   33.8,   73.9,    3.2,   14.1,    2.5,    0.3,   83.6,   94.7,   16.4,    5.3,    133,.,.,.,     15,.,.,     32,     30,     11,     37,      9,.,     96,     52,    31.4,    48.9,    42.0,    74.6,    29.4,    48.3,    39.9,    73.9,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180529,2018-05-29,098662,ICUS,01,098 ,   45941,     610,    4873,     153,   12901,    1026,     563,   14733,   33511,    1460,    8064,     978,     121,   38605,   42685,    7336,    3256,    3876,      60,       0,      12,     -95,     463,      33,    3234,    3158,    -606,     503,    -270,      55,    3196,    2845,     680,    1031,  100.0,    1.3,   10.6,    0.3,   28.1,    2.2,    1.2,   32.1,   72.9,    3.2,   17.6,    2.1,    0.3,   84.0,   92.9,   16.0,    7.1,    140,.,.,.,     13,      4,.,     35,     29,     10,     44,      9,.,    102,     52,    30.9,    46.3,    40.3,    72.4,    28.2,    46.2,    37.5,    72.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180522,2018-05-22,098662,ICUS,01,098 ,   42065,     550,    4873,     141,   12996,     563,     530,   11499,   30353,    2066,    7561,    1248,      66,   35409,   39840,    6656,    2225,    1826,     220,       0,      38,     693,      16,     -70,    -166,     577,     754,     345,     263,      -7,    1807,    1571,      19,     255,  100.0,    1.3,   11.6,    0.3,   30.9,    1.3,    1.3,   27.3,   72.2,    4.9,   18.0,    3.0,    0.2,   84.2,   94.7,   15.8,    5.3,    142,.,.,.,     16,.,.,     37,     29,     10,     44,      7,.,    106,     50,    29.1,    46.5,    39.1,    71.9,    25.8,    46.4,    35.1,    71.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180515,2018-05-15,098662,ICUS,01,098 ,   40239,     330,    4873,     103,   12303,     547,     600,   11665,   29776,    1312,    7216,     985,      73,   33602,   38269,    6637,    1970,    2915,     150,     200,     103,    2098,    -183,    -122,     609,    2786,     106,    -136,      51,      21,    2829,    2962,      86,     -47,  100.0,    0.8,   12.1,    0.3,   30.6,    1.4,    1.5,   29.0,   74.0,    3.3,   17.9,    2.4,    0.2,   83.5,   95.1,   16.5,    4.9,    140,.,.,.,     15,.,.,     39,     28,     13,     44,      7,.,    110,     47,    26.5,    49.7,    35.4,    76.2,    24.6,    47.9,    33.5,    74.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180508,2018-05-08,098662,ICUS,01,098 ,   37324,     180,    4673,       0,   10205,     730,     722,   11056,   26990,    1206,    7352,     934,      52,   30773,   35307,    6551,    2017,    1884,      73,     686,       0,    1146,    -734,     154,     662,    1842,      23,     -22,    -143,      21,    2057,    1849,    -173,      35,  100.0,    0.5,   12.5,    0.0,   27.3,    2.0,    1.9,   29.6,   72.3,    3.2,   19.7,    2.5,    0.1,   82.4,   94.6,   17.6,    5.4,    142,.,.,      0,     14,      5,.,     39,     31,      8,     43,      7,.,    101,     53,    25.5,    48.1,    34.6,    71.0,    24.1,    46.7,    33.3,    69.3,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180501,2018-05-01,098662,ICUS,01,098 ,   35440,     107,    3987,       0,    9059,    1464,     568,   10394,   25148,    1183,    7374,    1077,      31,   28716,   33458,    6724,    1982,    3326,     107,      10,     -75,    1620,   -1621,     -53,    1219,    4847,      39,     551,     227,      18,    3426,    3392,    -100,     -66,  100.0,    0.3,   11.3,    0.0,   25.6,    4.1,    1.6,   29.3,   71.0,    3.3,   20.8,    3.0,    0.1,   81.0,   94.4,   19.0,    5.6,    148,.,.,      0,     12,      6,.,     39,     34,     11,     43,     11,.,    103,     60,    28.5,    44.7,    37.7,    64.4,    27.0,    43.9,    36.3,    63.3,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180424,2018-04-24,098662,ICUS,01,098 ,   32114,       0,    3977,      75,    7439,    3085,     621,    9175,   20301,    1144,    6823,     850,      13,   25290,   30066,    6824,    2048,   -2495,       0,       0,      75,      93,   -3770,     -14,   -4072,    1921,    -179,    1150,     -78,     -28,   -2975,   -2073,     480,    -422,  100.0,    0.0,   12.4,    0.2,   23.2,    9.6,    1.9,   28.6,   63.2,    3.6,   21.2,    2.6,    0.0,   78.8,   93.6,   21.2,    6.4,    140,      0,.,.,      9,      7,.,     34,     34,     12,     44,      9,.,     94,     62,    29.4,    42.7,    39.2,    59.1,    27.8,    42.7,    37.6,    59.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180417,2018-04-17,098662,ICUS,01,098 ,   34609,       0,    3977,       0,    7346,    6855,     635,   13247,   18380,    1323,    5673,     928,      41,   28265,   32139,    6344,    2470,    1112,       0,       0,       0,    -571,     997,     -15,     489,    -693,     854,      80,     191,       9,     846,    1343,     266,    -231,  100.0,    0.0,   11.5,    0.0,   21.2,   19.8,    1.8,   38.3,   53.1,    3.8,   16.4,    2.7,    0.1,   81.7,   92.9,   18.3,    7.1,    129,      0,.,      0,      7,      7,.,     26,     39,      6,     39,      9,.,     76,     62,    37.3,    40.3,    48.1,    55.4,    35.6,    40.0,    46.5,    55.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180410,2018-04-10,098662,ICUS,01,098 ,   33497,       0,    3977,       0,    7917,    5858,     650,   12758,   19073,     469,    5593,     737,      32,   27419,   30796,    6078,    2701,    2271,       0,       0,       0,     -47,    -502,     -15,    3491,    2961,    -195,    -959,    -240,      29,    2304,    2038,     -33,     233,  100.0,    0.0,   11.9,    0.0,   23.6,   17.5,    1.9,   38.1,   56.9,    1.4,   16.7,    2.2,    0.1,   81.9,   91.9,   18.1,    8.1,    129,      0,.,      0,      8,      6,.,     28,     37,      5,     40,      8,.,     79,     58,    37.7,    39.6,    49.5,    57.1,    36.0,    39.3,    47.9,    56.8,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180403,2018-04-03,098662,ICUS,01,098 ,   31226,       0,    3977,       0,    7964,    6360,     665,    9267,   16112,     664,    6552,     977,       3,   25115,   28758,    6111,    2468,   -4465,       0,     -80,       0,     273,    -334,      59,   -2403,   -2443,    -971,   -1685,    -170,       3,   -4724,   -3936,     259,    -529,  100.0,    0.0,   12.7,    0.0,   25.5,   20.4,    2.1,   29.7,   51.6,    2.1,   21.0,    3.1,    0.0,   80.4,   92.1,   19.6,    7.9,    129,      0,.,      0,      9,      9,.,     28,     35,      9,     36,      9,.,     78,     63,    35.6,    42.9,    47.0,    59.4,    33.9,    42.6,    45.3,    59.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180327,2018-03-27,098662,ICUS,01,098 ,   35691,       0,    4057,       0,    7691,    6694,     606,   11670,   18555,    1635,    8237,    1147,       0,   29839,   32694,    5852,    2997,    5825,       0,       0,       0,     109,     601,      20,    4847,    4387,     143,     916,      70,       0,    6035,    5221,    -210,     604,  100.0,    0.0,   11.4,    0.0,   21.5,   18.8,    1.7,   32.7,   52.0,    4.6,   23.1,    3.2,    0.0,   83.6,   91.6,   16.4,    8.4,    135,      0,.,      0,      7,      9,.,     26,     38,      9,     43,     10,      0,     81,     65,    36.7,    39.0,    48.5,    59.4,    34.5,    38.4,    45.4,    58.2,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180320,2018-03-20,098662,ICUS,01,098 ,   29866,       0,    4057,       0,    7582,    6093,     586,    6823,   14168,    1492,    7321,    1077,       0,   23804,   27473,    6062,    2393,   -6054,       0,    -700,    -189,    -201,    -244,      38,     247,      61,   -3679,   -1845,    -623,       0,   -5629,   -5336,    -425,    -718,  100.0,    0.0,   13.6,    0.0,   25.4,   20.4,    2.0,   22.8,   47.4,    5.0,   24.5,    3.6,    0.0,   79.7,   92.0,   20.3,    8.0,    132,      0,.,      0,      7,      9,.,     27,     34,     10,     44,      9,      0,     84,     60,    32.2,    43.7,    42.8,    60.3,    30.7,    41.0,    41.2,    57.7,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180313,2018-03-13,098662,ICUS,01,098 ,   35920,       0,    4757,     189,    7783,    6337,     548,    6576,   14107,    5171,    9166,    1700,       0,   29433,   32809,    6487,    3111,   -1719,       0,     -86,     189,      72,    -174,      -5,    -644,   -2849,     763,   -1534,     389,      -1,   -1160,   -1774,    -559,      55,  100.0,    0.0,   13.2,    0.5,   21.7,   17.6,    1.5,   18.3,   39.3,   14.4,   25.5,    4.7,    0.0,   81.9,   91.3,   18.1,    8.7,    126,      0,.,.,      7,      9,.,     19,     32,     12,     42,     11,      0,     77,     64,    35.5,    34.9,    47.9,    51.3,    29.5,    32.6,    38.8,    46.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180306,2018-03-06,098662,ICUS,01,098 ,   37639,       0,    4843,       0,    7711,    6511,     553,    7220,   16956,    4408,   10700,    1311,       1,   30593,   34583,    7046,    3056,    -263,       0,     310,       0,     -80,   -2596,      17,   -1421,    2661,     216,    1282,    -602,       0,      14,       6,    -277,    -269,  100.0,    0.0,   12.9,    0.0,   20.5,   17.3,    1.5,   19.2,   45.0,   11.7,   28.4,    3.5,    0.0,   81.3,   91.9,   18.7,    8.1,    131,      0,      4,      0,      8,      8,.,     25,     35,     17,     36,     12,.,     80,     71,    31.8,    31.7,    43.8,    48.8,    30.2,    29.5,    40.4,    45.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180227,2018-02-27,098662,ICUS,01,098 ,   37902,       0,    4533,       0,    7791,    9107,     536,    8641,   14295,    4192,    9418,    1913,       1,   30579,   34577,    7323,    3325,   -1526,    -100,       0,       0,      21,    -380,      -5,   -2127,    -947,    -307,     368,     292,       0,   -2150,   -1347,     624,    -179,  100.0,    0.0,   12.0,    0.0,   20.6,   24.0,    1.4,   22.8,   37.7,   11.1,   24.8,    5.0,    0.0,   80.7,   91.2,   19.3,    8.8,    125,      0,.,      0,      9,      8,.,     22,     36,     11,     34,     12,.,     72,     67,    34.0,    37.0,    47.1,    54.4,    29.8,    35.4,    42.2,    49.7,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180220,2018-02-20,098662,ICUS,01,098 ,   39428,     100,    4533,       0,    7770,    9487,     541,   10768,   15242,    4499,    9050,    1621,       1,   32729,   35924,    6699,    3504,    -994,      34,     -75,     -66,     -59,    -515,      -2,   -2919,    -796,     821,    1413,      -3,       0,    -778,    -636,    -216,    -358,  100.0,    0.3,   11.5,    0.0,   19.7,   24.1,    1.4,   27.3,   38.7,   11.4,   23.0,    4.1,    0.0,   83.0,   91.1,   17.0,    8.9,    138,.,.,      0,     10,      9,.,     25,     38,     13,     40,     11,.,     83,     71,    32.5,    35.7,    44.2,    53.4,    27.9,    34.9,    38.6,    50.3,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180213,2018-02-13,098662,ICUS,01,098 ,   40422,      66,    4608,      66,    7829,   10002,     543,   13687,   16038,    3678,    7637,    1624,       1,   33507,   36560,    6915,    3862,   -3372,       3,    -175,     -28,    -436,   -1472,      16,   -3603,   -2917,     821,     138,      90,    -100,   -3189,   -3765,    -183,     393,  100.0,    0.2,   11.4,    0.2,   19.4,   24.7,    1.3,   33.9,   39.7,    9.1,   18.9,    4.0,    0.0,   82.9,   90.4,   17.1,    9.6,    137,.,      4,.,      9,      9,.,     24,     38,     13,     37,     12,.,     79,     75,    38.2,    36.6,    50.5,    54.4,    35.5,    36.1,    45.4,    51.1,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180206,2018-02-06,098662,ICUS,01,098 ,   43794,      63,    4783,      94,    8265,   11474,     527,   17290,   18955,    2857,    7499,    1534,     101,   36696,   40325,    7098,    3469,   -3292,       3,     -51,      94,   -1163,    -691,       1,   -2849,     238,     530,     272,   -3023,     101,   -3011,   -2801,    -281,    -491,  100.0,    0.1,   10.9,    0.2,   18.9,   26.2,    1.2,   39.5,   43.3,    6.5,   17.1,    3.5,    0.2,   83.8,   92.1,   16.2,    7.9,    136,.,      4,.,     10,      8,.,     26,     37,     10,     38,      8,.,     82,     69,    41.9,    43.3,    51.9,    59.9,    37.4,    42.5,    47.2,    57.8,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180130,2018-01-30,098662,ICUS,01,098 ,   47086,      60,    4834,       0,    9428,   12165,     526,   20139,   18717,    2327,    7227,    4557,       0,   39707,   43126,    7379,    3960,   -2028,    -202,   -1788,       0,     172,   -1251,      15,   -2690,   -2357,     348,     501,    2867,       0,   -1856,   -2166,    -172,     138,  100.0,    0.1,   10.3,    0.0,   20.0,   25.8,    1.1,   42.8,   39.8,    4.9,   15.3,    9.7,    0.0,   84.3,   91.6,   15.7,    8.4,    134,.,.,      0,      9,      9,.,     27,     36,     12,     39,      9,      0,     80,     68,    43.1,    42.4,    54.2,    61.4,    39.3,    41.8,    50.4,    59.9,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180123,2018-01-23,098662,ICUS,01,098 ,   49114,     262,    6622,       0,    9256,   13416,     511,   22829,   21074,    1979,    6726,    1690,       0,   41563,   45292,    7551,    3822,   -2322,    -167,    -731,       0,    1212,      79,   -1833,   -2980,    -215,      74,     696,     -17,       0,   -2998,   -2643,     676,     321,  100.0,    0.5,   13.5,    0.0,   18.8,   27.3,    1.0,   46.5,   42.9,    4.0,   13.7,    3.4,    0.0,   84.6,   92.2,   15.4,    7.8,    141,.,.,      0,     11,      9,.,     27,     35,     12,     45,      8,      0,     91,     64,    41.3,    43.6,    54.3,    58.6,    38.0,    43.4,    50.9,    57.4,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180116,2018-01-16,098662,ICUS,01,098 ,   51436,     429,    7353,       0,    8044,   13337,    2344,   25809,   21289,    1905,    6030,    1707,       0,   44561,   47935,    6875,    3501,      59,     184,   -5275,       0,   -1479,     311,    1792,    1504,    2241,     135,   -1330,     416,      -8,     798,    -388,    -739,     447,  100.0,    0.8,   14.3,    0.0,   15.6,   25.9,    4.6,   50.2,   41.4,    3.7,   11.7,    3.3,    0.0,   86.6,   93.2,   13.4,    6.8,    138,.,.,      0,     12,     10,.,     26,     37,     10,     40,      8,      0,     85,     66,    40.6,    41.2,    57.5,    57.9,    38.7,    41.0,    53.4,    55.9,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180109,2018-01-09,098662,ICUS,01,098 ,   51377,     245,   12628,       0,    9523,   13026,     552,   24305,   19048,    1770,    7360,    1291,       8,   43763,   48323,    7614,    3054,   -1261,      87,   -1050,       0,     -66,    1986,     -21,    3618,   -1525,    -184,   -4598,      45,     -98,   -1262,    -847,       1,    -414,  100.0,    0.5,   24.6,    0.0,   18.5,   25.4,    1.1,   47.3,   37.1,    3.4,   14.3,    2.5,    0.0,   85.2,   94.1,   14.8,    5.9,    147,.,.,      0,     12,     10,.,     29,     36,     10,     49,      6,.,     96,     65,    38.3,    52.1,    53.3,    65.0,    36.9,    51.9,    50.3,    63.8,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"U.S. DOLLAR INDEX - ICE FUTURES U.S.",180102,2018-01-02,098662,ICUS,01,098 ,   52638,     158,   13678,       0,    9589,   11040,     573,   20687,   20573,    1954,   11958,    1246,     106,   45025,   49170,    7613,    3468,    8496,    -142,     400,       0,   -2046,    3652,    -343,   12543,    2509,     753,   -2915,     314,      80,    7930,    7365,     566,    1131,  100.0,    0.3,   26.0,    0.0,   18.2,   21.0,    1.1,   39.3,   39.1,    3.7,   22.7,    2.4,    0.2,   85.5,   93.4,   14.5,    6.6,    143,.,.,      0,     12,      9,.,     28,     40,     12,     44,      6,.,     90,     70,    39.0,    50.3,    53.8,    62.4,    37.7,    50.1,    50.9,    61.7,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181231,2018-12-31,1170E1,E   ,00,117 ,  369483,   14538,   73967,   15393,   89094,   22511,   14967,   81869,   97911,   92923,   12060,    7839,   16635,  337479,  342146,   32004,   27337,  -18755,   -8459,    8516,   -2729,    3605,   -1179,     219,    7082,     325,  -20587,    2828,     914,   -2618,  -20659,  -17139,    1904,   -1616,  100.0,    3.9,   20.0,    4.2,   24.1,    6.1,    4.1,   22.2,   26.5,   25.1,    3.3,    2.1,    4.5,   91.3,   92.6,    8.7,    7.4,    197,      7,     16,     15,     30,     20,     17,     42,     40,     53,     12,     13,     18,    154,    146,    24.1,    36.2,    34.9,    48.2,    13.0,    26.4,    22.4,    34.0,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181224,2018-12-24,1170E1,E   ,00,117 ,  388238,   22997,   65451,   18122,   85489,   23690,   14748,   74787,   97586,  113510,    9232,    6925,   19253,  358138,  359285,   30100,   28953,  -50084,      20,   -7815,  -17781,   -2822,   -2292,   -1211,   -8799,   -7057,  -15454,   -4825,    2331,   -2751,  -53623,  -52030,    3539,    1946,  100.0,    5.9,   16.9,    4.7,   22.0,    6.1,    3.8,   19.3,   25.1,   29.2,    2.4,    1.8,    5.0,   92.2,   92.5,    7.8,    7.5,    212,     10,     14,     16,     26,     22,     16,     54,     42,     58,     15,     11,     19,    169,    152,    25.1,    35.6,    35.3,    46.4,    10.7,    23.2,    18.9,    29.5,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
